CITY,TEAM,LEAGUE,YEAR,HOME_GMS,HOME_AVG,HOME_PCT,ROAD_GMS,ROAD_AVG,ROAD_PCT,OVR_GMS,OVR_AVG,OVR_PCT
San Jose,Sharks,NHL,2008,41,"17,488",100.0,41,"17,672",95.5,82,"17,580",97.6
Boston,Bruins,NHL,2008,41,"17,039",97.0,41,"18,156",97.2,82,"17,597",97.1
Anaheim,Ducks,NHL,2008,41,"16,990",98.9,41,"17,501",94.9,82,"17,246",96.9
Pittsburgh,Penguins,NHL,2008,41,"16,975",102.6,41,"17,992",99.1,82,"17,483",100.8
Raleigh,Hurricanes,NHL,2008,41,"16,572",88.5,41,"17,126",92.1,82,"16,849",90.3
Tampa,Lightning,NHL,2008,41,"16,497",85.6,41,"17,009",94.8,82,"16,753",90.0
Los Angeles,LA Kings,NHL,2008,41,"16,488",89.1,41,"17,427",95.0,82,"16,958",92.1
Newark,Devils,NHL,2008,41,"15,790",89.6,41,"17,745",95.5,82,"16,767",92.6
Fort Lauderdale,FL Panthers,NHL,2008,41,"15,621",81.2,41,"17,038",92.1,82,"16,330",86.5
Columbus,Blue Jackets,NHL,2008,41,"15,543",85.7,41,"17,583",94.7,82,"16,563",90.2
Denver,Avalanche,NHL,2008,41,"15,429",85.7,41,"17,205",93.3,82,"16,317",89.5
Nashville,Predators,NHL,2008,41,"15,010",87.7,41,"17,584",93.4,82,"16,297",90.7
Phoenix,Coyotes,NHL,2008,41,"14,875",85.0,41,"17,316",93.9,82,"16,095",89.6
Brooklyn,Islanders,NHL,2008,41,"13,773",84.5,41,"17,705",95.3,82,"15,739",90.3
Chicago,Blackhawks,NHL,2009,40,"21,356",108.3,40,"17,163",94.4,80,"19,260",101.7
Detroit,Red Wings,NHL,2009,40,"19,546",97.4,40,"17,919",98.4,80,"18,732",97.9
Philadelphia,Flyers,NHL,2009,41,"19,535",100.2,40,"16,830",92.3,81,"18,200",96.4
St. Louis,Blues,NHL,2009,40,"18,883",98.6,40,"16,690",91.4,80,"17,786",95.1
Buffalo,Sabres,NHL,2009,41,"18,529",99.1,41,"17,064",92.3,82,"17,796",95.7
Minneapolis,Wild,NHL,2009,41,"18,415",101.9,41,"17,037",92.5,82,"17,726",97.2
Washington,Capitals,NHL,2009,41,"18,277",100.0,41,"17,070",91.9,82,"17,673",95.9
New York,NY Rangers,NHL,2009,41,"18,076",99.3,41,"17,733",96.2,82,"17,904",97.8
San Jose,Sharks,NHL,2009,41,"17,558",100.4,41,"16,814",91.7,82,"17,186",95.9
Boston,Bruins,NHL,2009,40,"17,388",99.0,41,"17,646",94.7,81,"17,519",96.7
Los Angeles,LA Kings,NHL,2009,41,"17,313",93.6,41,"16,440",90.3,82,"16,877",92.0
Dallas,Stars,NHL,2009,41,"17,215",92.9,41,"16,797",91.9,82,"17,006",92.4
Pittsburgh,Penguins,NHL,2009,41,"17,078",100.7,41,"18,205",98.5,82,"17,641",99.6
Newark,Devils,NHL,2009,41,"15,535",88.1,41,"17,454",94.9,82,"16,495",91.6
Tampa,Lightning,NHL,2009,41,"15,497",78.4,41,"16,700",90.5,82,"16,099",84.3
Columbus,Blue Jackets,NHL,2009,41,"15,416",85.0,41,"17,057",92.8,82,"16,237",88.9
Raleigh,Hurricanes,NHL,2009,41,"15,240",81.4,41,"16,391",88.7,82,"15,816",85.0
Anaheim,Ducks,NHL,2009,41,"15,168",88.3,41,"16,873",92.1,82,"16,020",90.3
Fort Lauderdale,FL Panthers,NHL,2009,40,"15,146",78.7,40,"16,495",89.2,80,"15,820",83.9
Nashville,Predators,NHL,2009,41,"14,979",87.5,41,"16,903",92.2,82,"15,941",89.9
Denver,Avalanche,NHL,2009,41,"13,947",77.5,41,"17,519",95.2,82,"15,733",86.4
Brooklyn,Islanders,NHL,2009,41,"12,735",78.1,41,"17,070",92.2,82,"14,903",85.6
Phoenix,Coyotes,NHL,2009,41,"11,989",68.5,41,"16,986",92.6,82,"14,487",80.8
Chicago,Blackhawks,NHL,2010,41,"21,423",108.7,41,"17,875",97.4,82,"19,649",103.2
Philadelphia,Flyers,NHL,2010,41,"19,715",101.1,41,"17,525",94.9,82,"18,620",98.1
Detroit,Red Wings,NHL,2010,41,"19,680",98.1,41,"18,224",99.9,82,"18,952",98.9
St. Louis,Blues,NHL,2010,41,"19,150",100.0,41,"16,229",88.8,82,"17,689",94.5
Buffalo,Sabres,NHL,2010,41,"18,452",98.7,41,"17,036",91.9,82,"17,744",95.3
Washington,Capitals,NHL,2010,41,"18,397",100.0,40,"17,149",92.2,81,"17,781",96.1
Pittsburgh,Penguins,NHL,2010,40,"18,240",100.9,41,"17,986",97.2,81,"18,112",99.0
New York,NY Rangers,NHL,2010,41,"18,108",99.5,41,"17,608",95.3,82,"17,858",97.4
Los Angeles,LA Kings,NHL,2010,41,"18,083",99.8,41,"17,045",93.4,82,"17,564",96.6
Minneapolis,Wild,NHL,2010,40,"18,012",99.7,40,"16,444",90.2,80,"17,228",94.9
Boston,Bruins,NHL,2010,40,"17,565",100.0,40,"17,847",95.6,80,"17,706",97.7
San Jose,Sharks,NHL,2010,40,"17,562",100.4,40,"17,200",93.7,80,"17,381",97.0
Tampa,Lightning,NHL,2010,41,"17,268",87.4,41,"16,971",92.0,82,"17,119",89.6
Raleigh,Hurricanes,NHL,2010,40,"16,415",87.6,40,"16,789",90.4,80,"16,602",89.0
Nashville,Predators,NHL,2010,41,"16,142",94.3,41,"16,287",87.6,82,"16,215",90.8
Fort Lauderdale,FL Panthers,NHL,2010,41,"15,685",81.5,41,"16,973",91.8,82,"16,329",86.6
Dallas,Stars,NHL,2010,41,"15,073",81.3,41,"16,844",92.6,82,"15,958",86.9
Denver,Avalanche,NHL,2010,41,"14,820",82.3,41,"17,121",93.5,82,"15,970",88.0
Newark,Devils,NHL,2010,41,"14,775",83.8,41,"17,789",95.7,82,"16,282",89.9
Anaheim,Ducks,NHL,2010,41,"14,738",85.8,41,"17,089",93.2,82,"15,914",89.6
Columbus,Blue Jackets,NHL,2010,40,"13,658",75.3,40,"16,672",90.6,80,"15,165",83.0
Phoenix,Coyotes,NHL,2010,40,"12,188",71.2,40,"16,719",91.2,80,"14,454",81.5
Brooklyn,Islanders,NHL,2010,41,"11,059",67.9,41,"17,380",93.4,82,"14,220",81.5
Chicago,Blackhawks,NHL,2011,41,"21,533",105.0,41,"17,581",96.5,82,"19,557",101.0
Philadelphia,Flyers,NHL,2011,41,"20,433",107.4,41,"17,241",95.0,82,"18,837",101.4
Detroit,Red Wings,NHL,2011,41,"20,114",100.7,41,"17,654",96.6,82,"18,884",98.7
St. Louis,Blues,NHL,2011,41,"18,809",98.2,41,"17,268",94.1,82,"18,039",96.2
Pittsburgh,Penguins,NHL,2011,41,"18,566",102.7,41,"17,901",97.8,82,"18,233",100.2
Buffalo,Sabres,NHL,2011,41,"18,550",99.9,41,"17,833",97.1,82,"18,191",98.6
Washington,Capitals,NHL,2011,41,"18,506",101.3,41,"17,574",95.9,82,"18,040",98.6
Tampa,Lightning,NHL,2011,41,"18,468",96.2,41,"17,228",94.5,82,"17,848",95.4
New York,NY Rangers,NHL,2011,41,"18,191",100.0,41,"18,530",105.0,82,"18,360",102.4
Los Angeles,LA Kings,NHL,2011,41,"17,920",100.0,41,"16,230",89.4,82,"17,075",94.7
Minneapolis,Wild,NHL,2011,41,"17,772",98.4,41,"17,012",92.9,82,"17,392",95.6
Boston,Bruins,NHL,2011,41,"17,564",100.0,41,"18,510",100.1,82,"18,037",100.0
San Jose,Sharks,NHL,2011,41,"17,562",100.0,41,"17,140",94.5,82,"17,351",97.2
Nashville,Predators,NHL,2011,41,"16,690",97.5,41,"17,165",93.0,82,"16,928",95.2
Fort Lauderdale,FL Panthers,NHL,2011,41,"16,628",86.6,41,"17,697",96.5,82,"17,162",91.4
Raleigh,Hurricanes,NHL,2011,41,"16,042",85.9,41,"17,468",95.6,82,"16,755",90.7
Denver,Avalanche,NHL,2011,41,"15,498",86.1,41,"17,557",96.1,82,"16,527",91.1
Newark,Devils,NHL,2011,41,"15,396",87.4,41,"17,532",95.7,82,"16,464",91.6
Anaheim,Ducks,NHL,2011,41,"14,760",86.4,41,"16,932",93.5,82,"15,846",90.0
Columbus,Blue Jackets,NHL,2011,41,"14,660",80.8,41,"17,587",95.2,82,"16,123",88.0
Dallas,Stars,NHL,2011,41,"14,226",76.8,41,"16,700",92.2,82,"15,463",84.4
Brooklyn,Islanders,NHL,2011,41,"13,191",81.3,41,"17,629",95.5,82,"15,410",88.8
Phoenix,Coyotes,NHL,2011,41,"12,420",72.5,41,"17,055",93.3,82,"14,737",83.2
Chicago,Blackhawks,NHL,2012,24,"21,775",110.4,24,"18,162",99.5,48,"19,969",105.2
Detroit,Red Wings,NHL,2012,24,"20,066",100.0,24,"18,388",101.2,48,"19,227",100.6
Philadelphia,Flyers,NHL,2012,24,"19,786",101.3,24,"18,181",100.5,48,"18,983",100.9
Tampa,Lightning,NHL,2012,24,"19,055",99.2,24,"17,553",98.2,48,"18,304",98.7
Buffalo,Sabres,NHL,2012,24,"18,970",99.5,24,"17,375",93.9,48,"18,172",96.7
Minneapolis,Wild,NHL,2012,24,"18,794",104.7,24,"17,257",94.4,48,"18,025",99.5
Pittsburgh,Penguins,NHL,2012,24,"18,648",101.4,24,"17,859",99.4,48,"18,253",100.4
Los Angeles,LA Kings,NHL,2012,24,"18,178",100.3,24,"17,461",95.9,48,"17,820",98.1
Washington,Capitals,NHL,2012,24,"17,734",95.8,24,"17,937",98.9,48,"17,836",97.4
Boston,Bruins,NHL,2012,24,"17,565",100.0,24,"18,445",99.9,48,"18,005",99.9
San Jose,Sharks,NHL,2012,24,"17,561",100.0,24,"17,175",94.2,48,"17,368",97.1
Raleigh,Hurricanes,NHL,2012,24,"17,558",94.0,24,"17,745",97.3,48,"17,652",95.6
St. Louis,Blues,NHL,2012,24,"17,263",90.1,24,"17,601",95.5,48,"17,432",92.8
New York,NY Rangers,NHL,2012,24,"17,200",100.0,24,"18,457",100.0,48,"17,828",100.0
Newark,Devils,NHL,2012,24,"17,114",97.1,24,"17,980",99.0,48,"17,547",98.1
Dallas,Stars,NHL,2012,24,"17,063",92.1,24,"16,846",93.3,48,"16,955",92.7
Fort Lauderdale,FL Panthers,NHL,2012,24,"16,991",99.7,24,"17,886",98.7,48,"17,439",99.2
Nashville,Predators,NHL,2012,24,"16,974",99.2,24,"17,388",94.4,48,"17,181",96.7
Anaheim,Ducks,NHL,2012,24,"15,887",92.5,24,"17,523",95.5,48,"16,705",94.1
Denver,Avalanche,NHL,2012,24,"15,444",85.8,24,"17,808",97.9,48,"16,626",91.9
Columbus,Blue Jackets,NHL,2012,24,"14,564",80.3,24,"17,402",95.6,48,"15,983",87.9
Phoenix,Coyotes,NHL,2012,24,"13,923",81.3,24,"17,730",97.4,48,"15,826",89.6
Brooklyn,Islanders,NHL,2012,24,"13,306",82.3,24,"18,237",100.1,48,"15,772",91.7
Chicago,Blackhawks,NHL,2013,41,"22,623",117.6,41,"17,811",98.3,82,"20,217",108.3
Detroit,Red Wings,NHL,2013,41,"22,149",110.4,41,"17,837",97.9,82,"19,993",104.5
Philadelphia,Flyers,NHL,2013,41,"19,839",101.5,41,"17,037",93.4,82,"18,438",97.6
Los Angeles,LA Kings,NHL,2013,41,"19,017",107.6,41,"16,887",93.0,82,"17,952",100.2
Pittsburgh,Penguins,NHL,2013,41,"18,618",101.3,41,"19,166",107.9,82,"18,892",104.5
Tampa,Lightning,NHL,2013,41,"18,612",96.9,41,"17,367",94.4,82,"17,989",95.7
Buffalo,Sabres,NHL,2013,41,"18,579",97.4,41,"17,405",94.8,82,"17,992",96.1
Minneapolis,Wild,NHL,2013,41,"18,505",103.1,41,"16,899",93.6,82,"17,702",98.3
Washington,Capitals,NHL,2013,41,"18,054",97.6,41,"17,372",95.1,82,"17,713",96.3
New York,NY Rangers,NHL,2013,41,"18,006",100.0,41,"19,572",111.9,82,"18,789",105.9
Boston,Bruins,NHL,2013,41,"17,565",100.0,41,"18,106",98.3,82,"17,835",99.1
San Jose,Sharks,NHL,2013,41,"17,133",97.6,41,"17,518",96.1,82,"17,325",96.8
St. Louis,Blues,NHL,2013,41,"17,025",88.9,41,"17,445",96.0,82,"17,235",92.4
Nashville,Predators,NHL,2013,41,"16,600",97.0,41,"17,265",95.0,82,"16,932",95.9
Anaheim,Ducks,NHL,2013,41,"16,469",95.9,41,"18,404",103.4,82,"17,436",99.7
Denver,Avalanche,NHL,2013,41,"16,295",90.5,41,"17,222",94.5,82,"16,759",92.5
Raleigh,Hurricanes,NHL,2013,41,"15,483",82.9,41,"17,185",94.0,82,"16,334",88.4
Newark,Devils,NHL,2013,41,"15,257",88.7,41,"17,507",95.4,82,"16,382",92.2
Brooklyn,Islanders,NHL,2013,41,"14,740",93.4,41,"17,346",94.0,82,"16,043",93.7
Columbus,Blue Jackets,NHL,2013,41,"14,698",81.0,41,"17,256",94.1,82,"15,977",87.6
Dallas,Stars,NHL,2013,41,"14,658",79.1,41,"17,219",95.4,82,"15,939",87.1
Fort Lauderdale,FL Panthers,NHL,2013,41,"14,177",83.2,41,"17,476",95.0,82,"15,827",89.3
Phoenix,Coyotes,NHL,2013,41,"13,775",80.4,41,"16,847",93.0,82,"15,311",86.9
Chicago,Blackhawks,NHL,2014,41,"21,769",110.4,41,"18,630",105.8,82,"20,199",108.2
Detroit,Red Wings,NHL,2014,41,"20,027",100.0,41,"17,847",97.1,82,"18,937",98.6
Philadelphia,Flyers,NHL,2014,41,"19,270",98.6,41,"17,291",94.6,82,"18,281",96.7
Washington,Capitals,NHL,2014,41,"19,099",105.8,41,"17,286",94.2,82,"18,192",99.9
Minneapolis,Wild,NHL,2014,41,"19,023",106.0,41,"17,736",97.2,82,"18,379",101.6
Tampa,Lightning,NHL,2014,41,"18,823",98.0,41,"17,453",94.8,82,"18,138",96.4
San Jose,Sharks,NHL,2014,41,"18,707",109.2,41,"17,119",94.6,82,"17,913",101.7
Pittsburgh,Penguins,NHL,2014,41,"18,617",101.3,41,"17,989",98.1,82,"18,303",99.7
Buffalo,Sabres,NHL,2014,41,"18,580",97.4,41,"17,246",93.8,82,"17,913",95.6
St. Louis,Blues,NHL,2014,41,"18,545",96.8,41,"17,209",95.5,82,"17,877",96.2
Los Angeles,LA Kings,NHL,2014,41,"18,265",100.2,41,"18,573",104.9,82,"18,419",102.5
New York,NY Rangers,NHL,2014,41,"18,006",100.0,41,"17,832",97.7,82,"17,919",98.8
Boston,Bruins,NHL,2014,41,"17,565",100.0,41,"17,992",97.2,82,"17,778",98.6
Dallas,Stars,NHL,2014,41,"17,350",93.6,41,"17,617",96.8,82,"17,483",95.2
Anaheim,Ducks,NHL,2014,41,"16,874",98.3,41,"17,259",94.9,82,"17,066",96.5
Nashville,Predators,NHL,2014,41,"16,854",98.5,41,"17,006",93.4,82,"16,930",95.9
Denver,Avalanche,NHL,2014,41,"16,176",89.8,41,"17,376",95.9,82,"16,776",92.9
Columbus,Blue Jackets,NHL,2014,41,"15,511",85.5,41,"17,067",93.1,82,"16,289",89.3
Brooklyn,Islanders,NHL,2014,41,"15,334",94.8,41,"17,638",96.1,82,"16,486",95.5
Newark,Devils,NHL,2014,41,"15,189",86.2,41,"17,257",94.3,82,"16,223",90.3
Phoenix,Coyotes,NHL,2014,41,"13,345",77.9,41,"17,378",95.0,82,"15,362",86.8
Raleigh,Hurricanes,NHL,2014,41,"12,594",67.4,41,"17,322",94.7,82,"14,958",80.9
Fort Lauderdale,FL Panthers,NHL,2014,41,"11,265",66.1,41,"17,860",96.4,82,"14,562",81.9
Chicago,Blackhawks,NHL,2015,41,"21,859",110.9,41,"18,892",107.4,82,"20,376",109.2
Detroit,Red Wings,NHL,2015,41,"20,027",100.0,41,"18,605",104.8,82,"19,316",102.3
Minneapolis,Wild,NHL,2015,41,"19,827",113.2,41,"17,388",95.9,82,"18,607",104.4
Philadelphia,Flyers,NHL,2015,41,"19,227",98.4,41,"17,413",96.2,82,"18,320",97.4
Tampa,Lightning,NHL,2015,41,"19,092",100.0,41,"17,138",93.6,82,"18,115",96.9
Boston,Bruins,NHL,2015,41,"18,776",109.6,41,"18,030",98.0,82,"18,403",103.6
Buffalo,Sabres,NHL,2015,41,"18,590",97.5,41,"17,261",94.1,82,"17,925",95.8
Pittsburgh,Penguins,NHL,2015,41,"18,550",100.9,41,"17,985",98.9,82,"18,268",99.9
Washington,Capitals,NHL,2015,41,"18,510",100.0,41,"17,560",96.7,82,"18,035",98.4
St. Louis,Blues,NHL,2015,41,"18,450",96.3,41,"17,454",96.3,82,"17,952",96.3
Dallas,Stars,NHL,2015,41,"18,376",99.2,41,"17,274",95.5,82,"17,825",97.3
Los Angeles,LA Kings,NHL,2015,41,"18,274",100.2,41,"17,268",95.6,82,"17,771",97.9
New York,NY Rangers,NHL,2015,41,"18,006",100.0,41,"18,084",98.9,82,"18,045",99.4
Denver,Avalanche,NHL,2015,41,"17,032",97.0,41,"17,480",96.9,82,"17,256",96.9
Nashville,Predators,NHL,2015,41,"16,971",99.2,41,"17,496",96.2,82,"17,234",97.6
San Jose,Sharks,NHL,2015,41,"16,746",95.4,41,"17,343",95.0,82,"17,045",95.2
Anaheim,Ducks,NHL,2015,41,"16,336",95.1,41,"17,275",94.9,82,"16,805",95.0
Fort Lauderdale,FL Panthers,NHL,2015,41,"15,384",90.3,41,"17,197",93.7,82,"16,290",92.1
Newark,Devils,NHL,2015,41,"15,073",91.3,41,"17,120",93.1,82,"16,096",92.2
Columbus,Blue Jackets,NHL,2015,41,"14,665",80.8,41,"17,374",95.4,82,"16,020",88.1
Brooklyn,Islanders,NHL,2015,41,"13,626",86.2,41,"17,472",94.9,82,"15,549",90.9
Phoenix,Coyotes,NHL,2015,41,"13,433",78.4,41,"17,100",94.6,82,"15,267",86.7
Raleigh,Hurricanes,NHL,2015,41,"12,203",65.3,41,"17,610",96.7,82,"14,907",80.8
Chicago,Blackhawks,NHL,2016,41,"21,751",110.3,41,"18,585",105.4,82,"20,168",108.0
Detroit,Red Wings,NHL,2016,41,"20,027",100.0,41,"18,403",102.6,82,"19,215",101.2
Pittsburgh,Penguins,NHL,2016,41,"19,762",110.2,41,"17,843",97.4,82,"18,802",103.7
Philadelphia,Flyers,NHL,2016,41,"19,644",100.5,41,"18,569",104.7,82,"19,106",102.5
St. Louis,Blues,NHL,2016,41,"19,539",104.6,41,"17,186",95.1,82,"18,363",99.9
Tampa,Lightning,NHL,2016,41,"19,092",100.0,41,"17,149",93.6,82,"18,120",96.9
Minneapolis,Wild,NHL,2016,41,"19,070",106.2,41,"17,574",96.7,82,"18,322",101.4
Washington,Capitals,NHL,2016,41,"18,506",100.0,41,"17,263",94.5,82,"17,884",97.3
Los Angeles,LA Kings,NHL,2016,41,"18,240",100.1,41,"17,289",94.8,82,"17,765",97.4
Buffalo,Sabres,NHL,2016,41,"18,141",95.1,41,"17,235",93.9,82,"17,688",94.5
Dallas,Stars,NHL,2016,41,"18,101",97.7,41,"17,686",97.3,82,"17,893",97.5
New York,NY Rangers,NHL,2016,41,"18,020",100.1,41,"17,895",97.9,82,"17,957",99.0
Boston,Bruins,NHL,2016,41,"17,565",100.0,41,"17,835",96.8,82,"17,700",98.3
San Jose,Sharks,NHL,2016,41,"17,508",99.7,41,"16,825",92.5,82,"17,167",96.0
Nashville,Predators,NHL,2016,41,"17,159",100.3,41,"17,109",94.0,82,"17,134",97.0
Anaheim,Ducks,NHL,2016,41,"15,942",92.8,41,"17,388",95.3,82,"16,665",94.1
Columbus,Blue Jackets,NHL,2016,41,"15,857",87.4,41,"17,088",93.5,82,"16,473",90.5
Denver,Avalanche,NHL,2016,41,"14,835",82.4,41,"17,416",95.6,82,"16,125",89.0
Fort Lauderdale,FL Panthers,NHL,2016,41,"14,620",85.8,41,"17,561",94.8,82,"16,090",90.5
Newark,Devils,NHL,2016,41,"14,567",88.2,41,"17,209",94.0,82,"15,888",91.3
Brooklyn,Islanders,NHL,2016,41,"13,101",82.9,41,"17,511",95.4,82,"15,306",89.6
Phoenix,Coyotes,NHL,2016,41,"13,094",76.5,41,"17,310",94.2,82,"15,202",85.7
Raleigh,Hurricanes,NHL,2016,41,"11,776",63.0,41,"17,122",93.6,82,"14,449",78.1
Chicago,Blackhawks,NHL,2017,41,"21,653",109.8,41,"17,653",98.0,82,"19,653",104.2
Philadelphia,Flyers,NHL,2017,41,"19,517",99.9,41,"17,141",94.4,82,"18,329",97.3
Detroit,Red Wings,NHL,2017,41,"19,515",100.0,41,"17,495",96.2,82,"18,505",98.2
Tampa,Lightning,NHL,2017,41,"19,092",100.0,41,"17,114",93.5,82,"18,103",96.8
Minneapolis,Wild,NHL,2017,41,"19,036",106.0,41,"17,621",97.1,82,"18,329",101.5
Washington,Capitals,NHL,2017,41,"18,774",104.0,41,"17,099",94.1,82,"17,937",99.1
Pittsburgh,Penguins,NHL,2017,41,"18,579",101.0,41,"17,873",98.4,82,"18,226",99.7
Buffalo,Sabres,NHL,2017,41,"18,563",99.8,41,"17,385",95.0,82,"17,974",97.4
St. Louis,Blues,NHL,2017,41,"18,356",95.9,41,"17,508",96.4,82,"17,932",96.1
Los Angeles,LA Kings,NHL,2017,41,"18,240",100.1,41,"17,372",95.8,82,"17,806",97.9
Dallas,Stars,NHL,2017,41,"18,110",97.7,41,"16,774",92.8,82,"17,442",95.3
Las Vegas,Golden Knights,NHL,2017,41,"18,042",103.9,41,"17,873",98.6,82,"17,958",101.2
New York,NY Rangers,NHL,2017,41,"17,851",99.1,41,"18,159",102.0,82,"18,005",100.6
Boston,Bruins,NHL,2017,41,"17,565",100.0,41,"17,612",96.1,82,"17,588",98.0
San Jose,Sharks,NHL,2017,41,"17,365",98.9,41,"17,296",94.8,82,"17,330",96.8
Nashville,Predators,NHL,2017,41,"17,307",101.1,41,"17,351",95.2,82,"17,329",98.1
Columbus,Blue Jackets,NHL,2017,41,"16,659",91.8,41,"17,007",93.1,82,"16,833",92.5
Anaheim,Ducks,NHL,2017,41,"16,635",96.9,41,"17,324",94.9,82,"16,979",95.8
Denver,Avalanche,NHL,2017,41,"15,586",87.1,41,"17,674",97.8,82,"16,630",92.4
Newark,Devils,NHL,2017,41,"15,200",92.0,41,"17,455",94.9,82,"16,328",93.6
Fort Lauderdale,FL Panthers,NHL,2017,41,"13,851",81.3,41,"16,979",92.6,82,"15,415",87.2
Raleigh,Hurricanes,NHL,2017,41,"13,320",71.3,41,"17,156",94.3,82,"15,238",82.6
Phoenix,Coyotes,NHL,2017,41,"13,040",76.2,41,"17,461",96.2,82,"15,250",86.4
Brooklyn,Islanders,NHL,2017,41,"12,002",75.9,41,"17,624",95.7,82,"14,813",86.5
Chicago,Blackhawks,NHL,2018,41,"22,734",107.2,41,"17,375",96.2,82,"20,054",102.1
Philadelphia,Flyers,NHL,2018,41,"20,371",98.1,41,"17,543",96.4,82,"18,957",97.3
Detroit,Red Wings,NHL,2018,41,"19,120",98.0,41,"17,585",95.8,82,"18,353",96.9
Tampa,Lightning,NHL,2018,41,"19,092",100.0,41,"17,120",93.6,82,"18,106",96.9
Minneapolis,Wild,NHL,2018,41,"18,907",105.3,41,"17,543",96.3,82,"18,225",100.8
Pittsburgh,Penguins,NHL,2018,41,"18,565",101.0,41,"18,936",97.0,82,"18,751",98.9
Washington,Capitals,NHL,2018,41,"18,508",100.0,41,"17,406",95.2,82,"17,957",97.6
Las Vegas,Golden Knights,NHL,2018,41,"18,318",105.5,41,"17,497",95.7,82,"17,907",100.5
Dallas,Stars,NHL,2018,41,"18,178",98.1,41,"17,250",95.0,82,"17,714",96.6
Los Angeles,LA Kings,NHL,2018,41,"18,000",98.7,41,"17,393",95.8,82,"17,696",97.3
Buffalo,Sabres,NHL,2018,41,"17,908",93.9,41,"17,189",94.0,82,"17,548",93.9
Boston,Bruins,NHL,2018,41,"17,565",100.0,41,"19,021",95.6,82,"18,293",97.6
Nashville,Predators,NHL,2018,41,"17,445",101.9,41,"17,450",95.8,82,"17,448",98.8
St. Louis,Blues,NHL,2018,41,"17,361",90.7,41,"17,448",96.4,82,"17,405",93.5
New York,NY Rangers,NHL,2018,41,"17,318",96.2,41,"17,407",95.5,82,"17,363",95.8
San Jose,Sharks,NHL,2018,41,"17,266",98.3,41,"17,469",96.2,82,"17,367",97.3
Denver,Avalanche,NHL,2018,41,"17,132",95.1,41,"16,927",93.7,82,"17,030",94.4
Anaheim,Ducks,NHL,2018,41,"16,814",97.9,41,"17,255",95.2,82,"17,035",96.5
Columbus,Blue Jackets,NHL,2018,41,"16,658",91.8,41,"17,154",94.2,82,"16,906",93.0
Newark,Devils,NHL,2018,41,"14,834",92.1,41,"17,106",93.7,82,"15,970",92.9
Raleigh,Hurricanes,NHL,2018,41,"14,322",76.7,41,"17,125",93.9,82,"15,723",85.2
Phoenix,Coyotes,NHL,2018,41,"13,989",81.7,41,"17,553",96.2,82,"15,771",89.2
Fort Lauderdale,FL Panthers,NHL,2018,41,"13,261",78.2,41,"17,389",94.4,82,"15,325",86.7
Brooklyn,Islanders,NHL,2018,41,"12,442",78.9,41,"17,315",94.7,82,"14,879",87.4
